Declaration Number,State,Disaster Type,Start Date,End Date,Close Date,Year,Month,Month_Name,Duration_Days
DR-728,LA,FLOOD,1984-10-31,1984-10-31,1987-08-18,1984,10,October,0.0
DR-729,VI,HURRICANE,1984-11-05,1984-11-07,1997-01-14,1984,11,November,2.0
DR-730,AZ,STORM,1985-01-15,1985-01-15,1989-06-15,1985,1,January,0.0
DR-731,NM,FLOOD,1985-01-18,1985-01-18,1988-10-26,1985,1,January,0.0
DR-732,FL,WINTER,1985-03-18,1985-03-18,1988-10-27,1985,3,March,0.0
DR-733,NY,FLOOD,1985-03-20,1985-03-20,1992-05-12,1985,3,March,0.0
DR-734,NY,SNOW,1985-03-22,1985-03-22,1992-05-12,1985,3,March,0.0
DR-735,IL,FLOOD,1985-02-23,1985-04-05,1990-10-31,1985,2,February,41.0
DR-736,PR,FLOOD,1985-05-16,1985-05-21,1995-04-13,1985,5,May,5.0
DR-737,PA,TORNADO,1985-05-31,1985-06-01,1994-06-30,1985,5,May,1.0
DR-738,OH,TORNADO,1985-05-31,1985-05-31,1993-11-22,1985,5,May,0.0
DR-739,CA,FIRE,1985-06-26,1985-07-19,1994-10-24,1985,6,June,23.0
DR-740,WY,FLOOD,1985-08-07,1985-08-07,1994-06-30,1985,8,August,0.0
DR-741,MS,HURRICANE,1985-08-29,1985-09-04,1993-11-30,1985,8,August,6.0
DR-742,AL,HURRICANE,1985-08-29,1985-09-02,1994-10-24,1985,8,August,4.0
DR-743,FL,HURRICANE,1985-08-29,1985-09-02,1994-10-24,1985,8,August,4.0
DR-744,MI,FLOOD,1985-09-05,1985-09-28,1993-11-30,1985,9,September,23.0
DR-745,PA,HURRICANE,1985-09-27,1985-09-27,1995-11-22,1985,9,September,0.0
DR-746,PR,FLOOD,1985-10-04,1985-10-07,1997-10-01,1985,10,October,3.0
DR-747,CT,HURRICANE,1985-09-27,1985-09-27,1994-02-10,1985,9,September,0.0
DR-748,RI,HURRICANE,1985-09-27,1985-09-27,1994-02-10,1985,9,September,0.0
DR-749,NJ,HURRICANE,1985-09-27,1985-09-27,1994-10-24,1985,9,September,0.0
DR-750,NY,HURRICANE,1985-09-27,1985-09-27,1994-06-30,1985,9,September,0.0
DR-751,MA,HURRICANE,1985-09-27,1985-09-27,1994-06-30,1985,9,September,0.0
DR-752,LA,HURRICANE,1985-10-26,1985-11-08,1990-10-18,1985,10,October,13.0
DR-753,WV,FLOOD,1985-11-03,1985-11-07,1996-09-16,1985,11,November,4.0
DR-754,PA,FLOOD,1985-11-03,1985-11-06,1994-06-30,1985,11,November,3.0
DR-755,VA,FLOOD,1985-11-09,1985-11-09,1994-06-30,1985,11,November,0.0
DR-756,FL,HURRICANE,1985-11-21,1985-11-22,1994-10-24,1985,11,November,1.0
DR-757,WA,FLOOD,1986-01-16,1986-01-19,1990-01-09,1986,1,January,3.0
DR-758,CA,FLOOD,1986-02-12,1986-03-10,1997-07-14,1986,2,February,26.0
DR-759,NV,FLOOD,1986-02-15,1986-03-12,1991-09-12,1986,2,February,25.0
DR-760,UT,FLOOD,1986-02-12,1986-02-22,1991-04-12,1986,2,February,10.0
DR-761,MT,FLOOD,1986-02-24,1986-03-07,1992-10-30,1986,2,February,11.0
DR-762,WA,FLOOD,1986-02-22,1986-02-24,1989-01-25,1986,2,February,2.0
DR-763,TX,TORNADO,1986-04-19,1986-04-19,1988-11-03,1986,4,April,0.0
DR-764,SD,FLOOD,1986-03-22,1986-05-10,1995-09-29,1986,3,March,49.0
DR-765,FM,TYPHOON,1986-05-16,1986-05-16,1995-09-29,1986,5,May,0.0
DR-766,PA,FLOOD,1986-05-30,1986-05-31,1990-10-15,1986,5,May,1.0
DR-767,IN,TORNADO,1986-03-10,1986-03-10,1991-09-12,1986,3,March,0.0
DR-768,PR,FLOOD,1986-04-25,1986-05-14,1994-10-24,1986,4,April,19.0
DR-769,WA,FLOOD,1986-05-20,1986-05-20,1990-01-09,1986,5,May,0.0
DR-770,WI,FLOOD,1986-08-06,1986-08-06,1993-03-22,1986,8,August,0.0
DR-771,NH,FLOOD,1986-07-29,1986-08-10,1994-02-10,1986,7,July,12.0
DR-772,TX,TORNADO,1986-05-01,1986-05-01,1990-10-12,1986,5,May,0.0
DR-773,MD,FLOOD,1985-11-04,1985-11-06,1995-04-11,1985,11,November,2.0
DR-774,MI,FLOOD,1986-09-10,1986-10-10,1998-09-30,1986,9,September,30.0
DR-775,WI,FLOOD,1986-09-10,1986-10-03,1995-07-19,1986,9,September,23.0
DR-776,IL,FLOOD,1986-09-21,1986-10-15,1995-11-22,1986,9,September,24.0
DR-777,MT,FLOOD,1986-09-25,1986-10-28,1992-10-30,1986,9,September,33.0
DR-778,OK,FLOOD,1986-09-26,1986-10-15,1994-06-30,1986,9,September,19.0
DR-779,MO,FLOOD,1986-09-18,1986-10-15,1996-03-06,1986,9,September,27.0
DR-780,KS,FLOOD,1986-10-02,1986-10-04,1995-04-13,1986,10,October,2.0
DR-781,AK,FLOOD,1986-09-20,1986-09-21,1991-04-04,1986,9,September,1.0
DR-782,AK,FLOOD,1986-10-10,1986-10-13,1995-04-13,1986,10,October,3.0
DR-783,MP,TYPHOON,1986-12-03,1986-12-03,1994-10-24,1986,12,December,0.0
DR-784,WA,FLOOD,1986-11-22,1986-11-29,1990-02-15,1986,11,November,7.0
DR-785,AS,HURRICANE,1987-01-17,1987-01-17,2000-09-29,1987,1,January,0.0
DR-786,FM,TYPHOON,1987-01-10,1987-01-11,1995-09-29,1987,1,January,1.0
DR-787,MS,STORM,1987-02-28,1987-02-28,1993-11-30,1987,2,February,0.0
DR-788,ME,FLOOD,1987-03-30,1987-04-12,1995-09-08,1987,3,March,13.0
DR-789,NH,FLOOD,1987-03-30,1987-04-11,1995-09-29,1987,3,March,12.0
DR-790,MA,FLOOD,1987-03-30,1987-04-13,1995-09-29,1987,3,March,14.0
DR-791,MH,FIRE,1987-02-24,1987-02-24,1993-11-22,1987,2,February,0.0
DR-792,NY,FLOOD,1987-04-03,1987-04-07,2011-09-30,1987,4,April,4.0
DR-793,TX,TORNADO,1987-05-22,1987-05-22,1990-06-11,1987,5,May,0.0
DR-794,OK,FLOOD,1987-05-19,1987-05-31,1990-10-18,1987,5,May,12.0
DR-795,IA,FLOOD,1987-05-26,1987-05-31,1990-06-11,1987,5,May,5.0
DR-796,OH,FLOOD,1987-07-01,1987-07-10,1995-03-02,1987,7,July,9.0
DR-797,MN,STORM,1987-07-20,1987-08-05,1995-11-22,1987,7,July,16.0
DR-798,IL,FLOOD,1987-08-13,1987-08-30,1996-07-09,1987,8,August,17.0
EM-3092,WY,CHEMICAL,1987-02-10,1987-02-10,1990-06-11,1987,2,February,0.0
DR-799,CA,EARTHQUAKE,1987-10-01,1987-11-20,2000-09-07,1987,10,October,50.0
DR-800,MP,TYPHOON,1987-10-18,1987-10-19,1993-11-30,1987,10,October,1.0
DR-801,NY,SNOW,1987-10-04,1987-10-04,1993-11-30,1987,10,October,0.0
DR-802,TX,TORNADO,1987-11-15,1987-11-16,1991-06-04,1987,11,November,1.0
DR-803,FM,TYPHOON,1987-11-21,1987-11-22,1995-11-22,1987,11,November,1.0
DR-804,LA,TORNADO,1987-11-15,1987-11-19,1991-06-04,1987,11,November,4.0
DR-805,PR,FLOOD,1987-11-24,1987-12-09,1996-03-13,1987,11,November,15.0
DR-806,AR,TORNADO,1987-12-14,1987-12-14,1991-06-04,1987,12,December,0.0
DR-807,AR,FLOOD,1987-12-24,1988-01-03,1991-06-04,1987,12,December,10.0
DR-808,HI,FLOOD,1987-11-12,1988-01-02,1991-05-07,1987,11,November,51.0
DR-809,MH,TYPHOON,1988-01-09,1988-01-09,1995-11-22,1988,1,January,0.0
DR-810,GU,TYPHOON,1988-01-11,1988-01-12,1995-09-29,1988,1,January,1.0
DR-811,MP,TYPHOON,1988-01-11,1988-01-12,1995-09-29,1988,1,January,1.0
DR-812,CA,FLOOD,1988-01-17,1988-01-22,1997-07-14,1988,1,January,5.0
DR-813,AK,FIRE,1988-02-10,1988-02-10,1995-07-19,1988,2,February,0.0
DR-814,IA,TORNADO,1988-07-15,1988-07-16,1995-04-13,1988,7,July,1.0
DR-815,CA,FIRE,1988-09-11,1988-09-24,1995-04-13,1988,9,September,13.0
DR-816,TX,HURRICANE,1988-09-15,1988-09-17,1991-06-04,1988,9,September,2.0
DR-817,AR,TORNADO,1988-11-15,1988-11-20,1992-05-12,1988,11,November,5.0
DR-818,NC,TORNADO,1988-11-28,1988-11-28,1996-04-23,1988,11,November,0.0
DR-819,IL,TORNADO,1989-01-07,1989-01-07,1998-07-09,1989,1,January,0.0
DR-820,UT,FLOOD,1989-01-01,1989-01-01,1998-06-19,1989,1,January,0.0
DR-821,KY,FLOOD,1989-01-13,1989-03-08,2003-05-14,1989,1,January,54.0
DR-822,WA,FLOOD,1989-03-08,1989-03-17,1997-05-19,1989,3,March,9.0
DR-823,TX,FLOOD,1989-03-28,1989-03-29,1994-10-24,1989,3,March,1.0
DR-824,MN,FLOOD,1989-03-29,1989-05-08,1999-03-01,1989,3,March,40.0
DR-825,ND,FLOOD,1989-03-29,1989-05-08,1995-09-29,1989,3,March,40.0
DR-826,AK,WINTER,1989-01-15,1989-02-15,1997-12-16,1989,1,January,31.0
DR-827,NC,TORNADO,1989-05-05,1989-05-06,2002-06-14,1989,5,May,1.0
DR-828,TX,STORM,1989-05-04,1989-06-07,1998-03-03,1989,5,May,34.0
DR-829,LA,FLOOD,1989-05-04,1998-05-27,1996-12-11,1989,5,May,3310.0
DR-830,ME,FLOOD,1989-05-05,1989-05-13,2001-09-28,1989,5,May,8.0
DR-831,OH,FLOOD,1989-05-23,1989-06-26,1993-03-22,1989,5,May,34.0
DR-832,AK,FLOOD,1989-05-01,1989-06-10,1998-03-18,1989,5,May,40.0
DR-833,LA,TORNADO,1989-06-07,1989-06-08,1991-09-12,1989,6,June,1.0
DR-834,KY,FLOOD,1989-06-15,1989-07-06,2002-02-20,1989,6,June,21.0
DR-835,LA,FLOOD,1989-06-25,1989-07-21,1996-12-11,1989,6,June,26.0
DR-837,CT,TORNADO,1989-07-10,1989-07-10,2001-09-24,1989,7,July,0.0
DR-836,TX,FLOOD,1989-06-25,1989-07-07,1994-10-24,1989,6,June,12.0
DR-838,DC,STORM,1989-06-14,1989-06-15,1994-02-10,1989,6,June,1.0
DR-839,MD,STORM,1989-06-14,1989-06-15,2000-08-31,1989,6,June,1.0
DR-840,VT,FLOOD,1989-08-04,1989-08-05,2002-02-05,1989,8,August,1.0
DR-841,VI,HURRICANE,1989-09-17,1989-09-18,2011-08-22,1989,9,September,1.0
DR-842,PR,HURRICANE,1989-09-17,1989-09-18,2005-09-14,1989,9,September,1.0
DR-843,SC,HURRICANE,1989-09-21,1989-09-22,2006-03-07,1989,9,September,1.0
DR-844,NC,HURRICANE,1989-09-21,1989-09-22,2003-11-21,1989,9,September,1.0
DR-845,CA,EARTHQUAKE,1989-10-17,1989-12-18,2011-02-10,1989,10,October,62.0
DR-846,KY,FLOOD,1989-10-16,1989-10-18,2002-04-24,1989,10,October,2.0
DR-847,VA,FLOOD,1989-10-16,1989-10-17,2001-08-03,1989,10,October,1.0
DR-848,AL,TORNADO,1989-11-15,1989-11-15,2002-04-23,1989,11,November,0.0
DR-849,LA,FLOOD,1989-11-07,1989-11-09,1994-06-30,1989,11,November,2.0
DR-850,TX,WINTER,1989-12-21,1989-12-24,1991-09-27,1989,12,December,3.0
DR-851,FL,WINTER,1989-12-23,1989-12-25,1996-04-23,1989,12,December,2.0
DR-852,WA,FLOOD,1990-01-06,1990-01-14,1998-04-09,1990,1,January,8.0
DR-853,OR,FLOOD,1990-01-06,1990-01-09,1999-10-22,1990,1,January,3.0
DR-854,MP,TYPHOON,1990-01-15,1990-01-16,1999-04-12,1990,1,January,1.0
DR-855,AS,HURRICANE,1990-02-02,1990-02-12,2003-07-16,1990,2,February,10.0
DR-856,AL,STORM,1990-02-03,1990-02-16,2003-09-23,1990,2,February,13.0
DR-857,GA,STORM,1990-02-10,1990-02-24,2002-01-28,1990,2,February,14.0
DR-858,TN,FLOOD,1990-02-15,1990-02-20,2004-01-22,1990,2,February,5.0
DR-859,MS,STORM,1990-01-24,1990-03-15,2002-03-18,1990,1,January,50.0
DR-860,IL,ICE,1990-02-14,1990-02-15,1998-09-22,1990,2,February,1.0
DR-861,AL,STORM,1990-03-15,1990-03-28,2004-09-02,1990,3,March,13.0
DR-862,FL,FLOOD,1990-03-16,1990-04-09,1996-06-12,1990,3,March,24.0
DR-863,TX,STORM,1990-04-15,1990-05-29,2000-08-24,1990,4,April,44.0
DR-865,AR,FLOOD,1990-05-01,1990-06-03,2000-02-22,1990,5,May,33.0
DR-864,HI,VOLCANO,1983-01-24,1997-01-27,2005-01-31,1983,1,January,5117.0
DR-866,OK,STORM,1990-04-14,1990-06-01,1999-12-06,1990,4,April,48.0
DR-867,MO,FLOOD,1990-05-15,1990-05-31,1998-02-12,1990,5,May,16.0
DR-868,IA,FLOOD,1990-05-18,1990-07-06,2004-04-01,1990,5,May,49.0
DR-869,IN,STORM,1990-05-15,1990-06-28,2002-08-02,1990,5,May,44.0
DR-870,OH,STORM,1990-05-28,1990-07-15,2001-03-16,1990,5,May,48.0
DR-871,IL,STORM,1990-05-15,1990-07-03,2002-09-06,1990,5,May,49.0
DR-872,CA,FIRE,1990-06-26,1990-07-03,2010-07-28,1990,6,June,7.0
DR-873,NE,STORM,1990-06-10,1990-07-30,2002-04-02,1990,6,June,50.0
DR-874,WI,STORM,1990-06-22,1990-07-19,1998-09-22,1990,6,June,27.0
DR-875,VT,FLOOD,1990-07-04,1990-07-23,2002-02-05,1990,7,July,19.0
DR-876,NH,FLOOD,1990-08-07,1990-08-11,1999-07-22,1990,8,August,4.0
DR-878,IL,TORNADO,1990-08-28,1990-08-28,1998-07-15,1990,8,August,0.0
DR-877,WI,FLOOD,1990-08-17,1990-08-19,1995-11-22,1990,8,August,2.0
DR-879,IA,FLOOD,1990-07-25,1990-08-31,2003-02-27,1990,7,July,37.0
DR-880,GA,FLOOD,1990-10-11,1990-10-29,2002-02-20,1990,10,October,18.0
DR-881,SC,FLOOD,1990-10-11,1990-10-28,2006-03-07,1990,10,October,17.0
DR-883,WA,FLOOD,1990-11-09,1990-12-20,2000-06-01,1990,11,November,41.0
DR-882,PW,TYPHOON,1990-11-10,1990-11-11,2001-08-15,1990,11,November,1.0
DR-884,AZ,FLOOD,1990-07-08,1990-09-14,1999-10-25,1990,7,July,68.0
DR-885,IN,FLOOD,1990-11-27,1990-12-14,1998-09-22,1990,11,November,17.0
DR-886,FM,TYPHOON,1990-11-26,1990-12-01,2000-02-22,1990,11,November,5.0
DR-887,GU,TYPHOON,1990-12-21,1990-12-21,1999-04-12,1990,12,December,0.0
DR-888,MS,STORM,1990-12-19,1991-01-14,2002-03-29,1990,12,December,26.0
DR-889,TN,FLOOD,1990-12-19,1991-01-14,2004-01-22,1990,12,December,26.0
DR-890,AL,FLOOD,1990-12-21,1991-01-16,2001-09-18,1990,12,December,26.0
DR-891,IN,FLOOD,1990-12-28,1991-01-22,2000-02-24,1990,12,December,25.0
DR-892,FM,TYPHOON,1990-12-16,1990-12-17,1999-04-12,1990,12,December,1.0
DR-893,KY,FLOOD,1990-12-06,1991-02-02,2003-05-13,1990,12,December,58.0
DR-894,CA,WINTER,1990-12-19,1991-01-03,1997-05-29,1990,12,December,15.0
DR-895,MS,FLOOD,1991-02-17,1991-03-21,2001-09-18,1991,2,February,32.0
DR-896,WA,FLOOD,1990-12-20,1990-12-31,1998-06-19,1990,12,December,11.0
DR-897,GA,FLOOD,1991-03-01,1991-03-21,2003-05-16,1991,3,March,20.0
DR-898,NY,SNOW,1990-03-03,1990-03-04,2004-05-25,1990,3,March,1.0
DR-899,IN,ICE,1991-03-12,1991-03-15,2002-08-01,1991,3,March,3.0
DR-900,TX,STORM,1991-04-05,1991-04-06,1997-04-16,1991,4,April,1.0
DR-901,ME,SNOW,1991-04-06,1991-04-24,2001-09-28,1991,4,April,18.0
DR-902,LA,FLOOD,1991-04-12,1991-04-26,1997-06-16,1991,4,April,14.0
DR-903,KS,TORNADO,1991-04-26,1991-05-19,1998-02-12,1991,4,April,23.0
DR-904,LA,STORM,1991-04-27,1991-05-31,1998-09-30,1991,4,April,34.0
DR-905,OK,TORNADO,1991-04-26,1991-04-27,2000-02-22,1991,4,April,1.0
DR-906,MS,STORM,1991-04-26,1991-05-31,2003-09-15,1991,4,April,35.0
DR-908,NE,FLOOD,1991-05-10,1991-06-15,2002-06-11,1991,5,May,36.0
DR-907,AR,FLOOD,1991-04-12,1991-05-11,2000-09-07,1991,4,April,29.0
DR-909,AK,SNOW,1991-04-15,1991-05-25,1998-06-22,1991,4,April,40.0
DR-910,TN,FLOOD,1991-05-24,1991-06-26,2004-01-22,1991,5,May,33.0
DR-911,IA,FLOOD,1991-06-01,1991-06-15,2005-08-02,1991,6,June,14.0
DR-912,WI,STORM,1991-07-07,1991-07-07,1998-07-09,1991,7,July,0.0
DR-913,RI,HURRICANE,1991-08-19,1991-08-19,2001-11-08,1991,8,August,0.0
DR-914,MA,HURRICANE,1991-08-19,1991-08-19,2002-05-28,1991,8,August,0.0
DR-915,ME,HURRICANE,1991-08-18,1991-08-21,2001-09-28,1991,8,August,3.0
DR-916,CT,HURRICANE,1991-08-19,1991-08-19,2001-09-24,1991,8,August,0.0
DR-917,NH,HURRICANE,1991-08-18,1991-08-20,1999-10-25,1991,8,August,2.0
DR-918,NY,HURRICANE,1991-08-19,1991-08-19,2003-12-22,1991,8,August,0.0
DR-919,CA,FIRE,1991-10-20,1991-10-29,2010-07-29,1991,10,October,9.0
DR-920,MA,STORM,1991-10-30,1991-11-02,2002-01-29,1991,10,October,3.0
DR-921,ME,STORM,1991-10-30,1991-11-02,2001-09-28,1991,10,October,3.0
DR-922,WA,FIRE,1991-10-16,1991-10-24,1998-02-19,1991,10,October,8.0
DR-923,NH,STORM,1991-10-30,1991-10-31,2001-09-24,1991,10,October,1.0
DR-924,GU,TYPHOON,1991-11-27,1991-11-28,2005-09-19,1991,11,November,1.0
DR-925,MH,TYPHOON,1991-11-28,1991-11-29,2012-03-15,1991,11,November,1.0
DR-926,FM,TYPHOON,1991-11-25,1991-11-29,1999-06-29,1991,11,November,4.0
DR-927,AS,HURRICANE,1991-12-06,1991-12-10,2010-08-03,1991,12,December,4.0
DR-928,IA,ICE,1991-10-31,1991-11-29,2005-08-02,1991,10,October,29.0
DR-929,MN,ICE,1991-10-31,1991-11-29,2000-11-28,1991,10,October,29.0
DR-930,TX,FLOOD,1991-12-20,1992-01-14,1999-10-22,1991,12,December,25.0
DR-931,PR,FLOOD,1992-01-05,1992-01-06,2003-06-10,1992,1,January,1.0
DR-933,DE,FLOOD,1992-01-04,1992-01-05,2001-07-30,1992,1,January,1.0
DR-932,MH,FLOOD,1992-01-06,1992-01-06,2000-09-29,1992,1,January,0.0
DR-934,FM,TYPHOON,1992-01-08,1992-01-10,2000-03-16,1992,1,January,2.0
DR-935,CA,FLOOD,1992-02-10,1992-02-18,2010-08-05,1992,2,February,8.0
DR-936,NJ,STORM,1992-01-04,1992-01-04,2001-07-16,1992,1,January,0.0
DR-938,VT,FLOOD,1992-03-11,1992-03-11,2001-02-26,1992,3,March,0.0
DR-937,TX,FLOOD,1992-03-04,1992-03-30,1995-09-08,1992,3,March,26.0
DR-939,MS,TORNADO,1992-03-09,1992-03-10,2001-09-18,1992,3,March,1.0
DR-940,ME,FLOOD,1992-03-10,1992-04-06,2001-09-28,1992,3,March,27.0
DR-941,IL,FLOOD,1992-04-14,1992-05-22,2003-11-25,1992,4,April,38.0
DR-942,CA,FIRE,1992-04-29,1992-05-28,2010-08-11,1992,4,April,29.0
DR-943,CA,EARTHQUAKE,1992-04-25,1992-05-25,2010-08-09,1992,4,April,30.0
DR-944,VA,FLOOD,1992-04-21,1992-04-22,2001-06-25,1992,4,April,1.0
EM-3093,FM,DROUGHT,1992-03-20,1992-03-20,1998-09-30,1992,3,March,0.0
DR-945,NM,FLOOD,1992-05-22,1992-05-25,1997-12-16,1992,5,May,3.0
DR-946,MN,STORM,1992-06-16,1992-06-20,1998-07-09,1992,6,June,4.0
DR-947,CA,EARTHQUAKE,1992-06-28,1992-10-31,2010-08-06,1992,6,June,125.0
DR-948,SD,STORM,1992-06-13,1992-06-23,1999-06-29,1992,6,June,10.0
DR-949,TX,TORNADO,1992-06-27,1992-06-27,1994-10-24,1992,6,June,0.0
DR-950,AR,STORM,1992-06-14,1992-06-19,1996-12-06,1992,6,June,5.0
DR-951,OH,STORM,1992-07-12,1992-08-01,1998-06-16,1992,7,July,20.0
DR-952,FL,FLOOD,1992-06-23,1992-06-30,2004-04-07,1992,6,June,7.0
DR-953,IN,FLOOD,1992-08-08,1992-08-09,2001-08-31,1992,8,August,1.0
DR-954,NE,FLOOD,1992-07-11,1992-07-29,2002-04-03,1992,7,July,18.0
DR-955,FL,HURRICANE,1992-08-24,1992-08-25,2009-05-05,1992,8,August,1.0
DR-956,LA,HURRICANE,1992-08-25,1992-08-30,2005-07-08,1992,8,August,5.0
DR-957,GU,TYPHOON,1992-08-28,1992-08-29,2006-05-18,1992,8,August,1.0
DR-958,CA,FIRE,1992-08-16,1992-09-26,2000-10-12,1992,8,August,41.0
DR-959,WI,TORNADO,1992-08-29,1992-08-29,1998-09-30,1992,8,August,0.0
DR-960,TX,STORM,1992-05-01,1992-07-30,1995-09-08,1992,5,May,90.0
DR-961,HI,HURRICANE,1992-09-11,1992-09-11,2010-10-21,1992,9,September,0.0
EM-3094,RI,CHEMICAL,1992-08-03,1992-11-20,1995-03-02,1992,8,August,109.0
DR-962,IN,STORM,1992-06-16,1992-07-23,2001-09-18,1992,6,June,37.0
DR-963,WI,TORNADO,1992-06-17,1992-06-17,1998-09-30,1992,6,June,0.0
DR-964,WI,FLOOD,1992-09-14,1992-09-24,1998-09-21,1992,9,September,10.0
DR-965,IA,FLOOD,1992-09-14,1992-09-15,2005-08-03,1992,9,September,1.0
DR-966,FL,STORM,1992-10-03,1992-10-04,2004-04-07,1992,10,October,1.0
DR-967,MS,TORNADO,1992-10-10,1992-10-10,2003-09-15,1992,10,October,0.0
DR-968,MS,TORNADO,1992-11-21,1992-11-22,2002-03-29,1992,11,November,1.0
DR-969,GA,TORNADO,1992-11-22,1992-12-07,2002-04-04,1992,11,November,15.0
DR-970,TX,TORNADO,1992-11-21,1992-11-21,1995-04-24,1992,11,November,0.0
DR-971,MH,TYPHOON,1992-11-17,1992-11-18,1999-10-22,1992,11,November,1.0
DR-972,CT,FLOOD,1992-12-10,1992-12-13,2001-09-24,1992,12,December,3.0
DR-973,NJ,FLOOD,1992-12-10,1992-12-17,2004-05-28,1992,12,December,7.0
DR-974,NY,FLOOD,1992-12-10,1992-12-14,2005-08-31,1992,12,December,4.0
DR-975,MA,STORM,1992-12-11,1992-12-13,2006-04-11,1992,12,December,2.0
DR-976,DE,STORM,1992-12-11,1992-12-14,2001-07-30,1992,12,December,3.0
DR-977,AZ,FLOOD,1993-01-05,1993-03-06,2010-04-27,1993,1,January,60.0
DR-978,LA,FLOOD,1993-01-20,1993-01-25,1996-03-06,1993,1,January,5.0
DR-979,CA,FLOOD,1993-01-05,1993-03-20,2011-02-10,1993,1,January,74.0
DR-980,GA,TORNADO,1993-02-21,1993-02-22,2005-06-28,1993,2,February,1.0
DR-981,WA,STORM,1993-01-20,1993-01-21,1999-06-29,1993,1,January,1.0
DR-982,FL,TORNADO,1993-03-12,1993-03-16,2006-06-05,1993,3,March,4.0
EM-3095,TN,SNOW,1993-03-13,1993-03-17,2001-09-18,1993,3,March,4.0
EM-3096,AL,SNOW,1993-03-13,1993-03-17,1997-01-27,1993,3,March,4.0
EM-3097,GA,SNOW,1993-03-13,1993-03-17,2003-05-22,1993,3,March,4.0
EM-3099,ME,SNOW,1993-03-13,1993-03-17,1995-03-02,1993,3,March,4.0
EM-3098,CT,SNOW,1993-03-13,1993-03-17,2001-09-24,1993,3,March,4.0
EM-3100,MD,SNOW,1993-03-13,1993-03-17,1995-11-22,1993,3,March,4.0
EM-3101,NH,SNOW,1993-03-13,1993-03-17,1995-03-02,1993,3,March,4.0
EM-3102,RI,SNOW,1993-03-13,1993-03-17,1995-03-02,1993,3,March,4.0
EM-3103,MA,SNOW,1993-03-13,1993-03-17,1995-09-08,1993,3,March,4.0
EM-3104,KY,SNOW,1993-03-13,1993-03-17,1997-01-27,1993,3,March,4.0
EM-3105,PA,SNOW,1993-03-13,1993-03-17,1995-11-22,1993,3,March,4.0
EM-3106,NJ,SNOW,1993-03-13,1993-03-17,1994-10-24,1993,3,March,4.0
EM-3107,NY,SNOW,1993-03-13,1993-03-17,2002-12-27,1993,3,March,4.0
EM-3108,DC,SNOW,1993-03-13,1993-03-17,1995-11-22,1993,3,March,4.0
EM-3109,WV,SNOW,1993-03-13,1993-03-17,1995-11-22,1993,3,March,4.0
EM-3110,NC,SNOW,1993-03-13,1993-03-17,2001-08-31,1993,3,March,4.0
EM-3111,DE,SNOW,1993-03-13,1993-03-17,1995-11-22,1993,3,March,4.0
EM-3112,VA,SNOW,1993-03-13,1993-03-14,1995-11-22,1993,3,March,1.0
DR-983,NE,FLOOD,1993-03-07,1993-03-21,2002-03-28,1993,3,March,14.0
DR-984,NY,HUMAN CAUSE,1993-02-26,1993-02-26,2001-03-21,1993,2,February,0.0
DR-985,OR,EARTHQUAKE,1993-03-25,1993-03-25,2001-03-16,1993,3,March,0.0
DR-986,IA,FLOOD,1993-03-26,1993-04-12,2005-08-03,1993,3,March,17.0
DR-987,OK,TORNADO,1993-04-24,1993-04-24,1995-11-22,1993,4,April,0.0
DR-988,ME,FLOOD,1993-04-09,1993-04-15,1999-04-12,1993,4,April,6.0
DR-989,MO,FLOOD,1993-04-15,1993-05-29,1998-02-12,1993,4,April,44.0
DR-990,VT,FLOOD,1993-04-24,1993-05-26,2001-02-26,1993,4,April,32.0
DR-991,OK,STORM,1993-05-08,1993-05-26,2005-07-08,1993,5,May,18.0
DR-992,NM,FLOOD,1993-01-05,1993-02-27,1999-07-22,1993,1,January,53.0
DR-993,MN,STORM,1993-05-06,1993-08-25,2009-03-11,1993,5,May,111.0
DR-994,WI,STORM,1993-06-07,1993-08-25,2006-03-07,1993,6,June,79.0
DR-995,MO,FLOOD,1993-06-10,1993-10-25,2005-08-25,1993,6,June,137.0
DR-996,IA,FLOOD,1993-04-13,1993-10-01,2006-03-29,1993,4,April,171.0
DR-997,IL,FLOOD,1993-04-13,1993-10-22,2011-02-17,1993,4,April,192.0
DR-998,NE,FLOOD,1993-06-23,1993-08-05,2006-03-27,1993,6,June,43.0
DR-999,SD,STORM,1993-05-06,1993-09-10,2001-09-04,1993,5,May,127.0
DR-1000,KS,FLOOD,1993-06-28,1993-10-05,2007-03-28,1993,6,June,99.0
DR-1001,ND,FLOOD,1993-06-22,1993-09-24,2006-03-06,1993,6,June,94.0
DR-1002,IN,STORM,1993-08-16,1993-08-17,2002-07-24,1993,8,August,1.0
DR-1003,NC,HURRICANE,1993-08-31,1993-08-31,2003-09-22,1993,8,August,0.0
EM-3113,TX,DROUGHT,1993-08-30,1993-11-15,1994-06-30,1993,8,August,77.0
DR-1004,OR,EARTHQUAKE,1993-09-20,1993-09-20,2010-02-17,1993,9,September,0.0
DR-1005,CA,FIRE,1993-10-26,1994-04-22,2011-02-24,1993,10,October,178.0
DR-1006,MO,STORM,1993-11-13,1993-11-19,2006-03-13,1993,11,November,6.0
DR-1007,VA,STORM,1993-08-06,1993-08-06,1997-02-20,1993,8,August,0.0
DR-1008,CA,EARTHQUAKE,1994-01-17,1994-11-30,,1994,1,January,317.0
